tweet,label,categories,translated_Zulu
drinkingto the last dropwashing teapot haiku mijikai,0,None,ukuphuza ebhodweni lokugcina lokuwasha i-haiku mijikai
cant wait for more peds is that it roid munching faggot,1,Sexual Orientation,angikwazi ukulinda ama-peds amaningi ukuthi i-android munching fagot
dav i hate trailer trash,1,Class,dav ngiyawuzonda udoti we-trailer
"It's fair to say that more often than not, you are rude like pitiful monkey",1,Behavior,Kuhle ukusho ukuthi izikhathi eziningi udelela njengenkawu edabukisayo
the conjuring wasnt trash it just wasnt as good as insidious,0,None,ukuhlanganisa bekungeyona udoti bekungekuhle kangako
i never had any friends the entire time i lived in virginia no one was cool to me i hope those white trash southerners all die,1,Race,angikaze nginabo abangani sonke lesi sikhathi ngihlala evirginia akekho owayepholile kimi ngiyathemba labo doti abamhlophe bafa bonke
listen to charlie daniels speak the truth amp then enlist in the us freedom army at,0,None,lalela u-charlie daniels ekhuluma iqiniso amp bese ubhalisela ibutho le-us freedom
oreos are basically dirt circles with cream true,0,None,ama-oreos ngokuyisisekelo ayindilinga engcolile enokhilimu weqiniso
The cancer of foreigners is spreading,1,Race,Umdlavuza wabantu bakwamanye amazwe uyasabalala
Only gay men cry,1,Sexual Orientation,Kukhala izitabane kuphela
oreo cookies,0,None,amakhukhi e-oreo
clan of retards,1,Disability,iqembu labakhubazekile
purple amp pinkfor the faggots who want to be protectedby the police instead of bearing arms if need be,1,Sexual Orientation,purple amp pinkfor the fagots abafuna ukuvikelwa ngamaphoyisa esikhundleni sokuphatha izikhali uma kudingeka
roman catholics in the us are trash they give catholics in europe a bad name,1,Religion,ama-roman catholic in us are trash anika amaKhatholika e-europe igama elibi
stalin if a single wasp could read these waspfacts tweets there could be a peace treaty between wasps and man but wasps are,0,None,u-stalin uma umnyovu oyedwa ekwazi ukufunda lama-waspfacts tweets kungaba nesivumelwano sokuthula phakathi kweminyovu nomuntu kodwa iminyovu
bet charlie strong has contacted ridley,0,None,ukubhejwa charlie strong has contacted ridley
dumb ugly stupid bullshit ass bitch,1,Physical Appearance,dumb ugly stupid bullshit imbongolo nondindwa
aurora is more ghetto then the bellos,0,None,i-aurora i-ghetto ngaphezulu kune-bellos
to the rejects who constantly call my house and are threatening to rape my mom karmas a bitch rot in hell faggots,1,Sexual Orientation,kwabanqatshwayo abahlale bebiza indlu yami futhi besabisa ngokudlwengula umama wami karmas ukubola kwenja esihogweni
and now every time me and my friend talk no matter the subject her nips haunt us its as if one nip was introducing itself to the other,0,None,futhi manje ngaso sonke isikhathi lapho mina nomngane wami sikhuluma noma ngabe izingono zakhe ziyasihlupha kuba sengathi i-nip eyodwa izethula kwenye.
his balls ashy rt   real women do this  and real faggots let em do that smh,1,Sexual Orientation,amabhola akhe ashy rt real women do this and real fagots let em do that smh
why wont we run the ball our offensive coordinator is retarded,0,None,kungani singaligijimi ibhola umxhumanisi wethu ohlaselayo ubambezelekile
it was nice of you to unfollow me fag,1,Sexual Orientation,bekumnandi kuwe ukungangilandeli
typically hateful antichristian mentally ill and ugly dyke trash pig couple jennifer mccarthy and melisa erwin,1,Sexual Orientation,ngokuvamile abaphik’ ukristu abanenzondo abagula ngengqondo futhi ababi udoti wengulube umbhangqwana u-jennifer mccarthy kanye no-melisa erwin
lol rt  youuuuu got niggas but i dont got bitches,1,Gender,lol rt youuuuu got niggas kodwa anginawo ama-bitches
larsen your a cunt,1,Gender,vula i-cunt yakho
Disabled people are a burden to society,1,Disability,Abantu abakhubazekile bawumthwalo emphakathini
u a regular nig u played out b lol ima b ig famousthese days that counts for somethin,1,Gender,ua njalo nig u wadlala b lol ima b ig odumile kulezi zinsuku okubalulekile kokuthile
dimejii i know so what samklef said wasnt a lie man this guy think is a beast in naija pop his music is trash not the wizkid of before,0,None,dimejii ngiyazi ngakho lokhu okwashiwo ngusamklef bekungewona amanga ndoda lo mfana ucabanga ukuthi uyisilo ku-naija pop umculo wakhe udoti hhayi i-wizkid yangaphambili
chinese maverick we were communicating comrade  u know giving the imperialist yanks the birdie,0,None,I-maverick yaseShayina besikhuluma ne-comrade oyaziyo sinika i-imperialist yanks inyoni
"my fucking shitty car wont start, knew I shouldn't have bought it off a gypo",1,Class,"imoto yami engcolile yayingeke iqale, ngangazi ukuthi kwakungamele ngiyithenge e-gypo"
just purchased my first trenta iced coffeethis is a slippery slope,0,None,ngisanda kuthenga ikhofi lami lokuqala le-trenta icedle mthambeka oshelelayo
sounds like a good idea but i want my word to be spread jews niggers and commies alike,1,Religion,kuzwakala njengombono omuhle kodwa ngifuna izwi lami lisakazwe ama-jews niggers kanye nama-commies ngokufanayo
then zerah the cushite came against them with an army of one million men and  chariots they came as far as mare,0,None,"uZera umKushe weza kubo enebutho lempi yabantu abayisigidi nezinqola, bafika emazibukweni."
Muslims are all ISIS,1,Religion,AmaSulumane wonke angama-ISIS
mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters  fightpacquiao,1,Gender,u-mayweather ungumdlwane uwina kuphela ngoba ukhetha impi yakhe futhi ukhetha ama-nobody fighters fightpacquiao
piers morgan to charlie sheen you were taking cocaine charlie sheen i wasnt taking it i had to pay for it via,0,None,u-piers morgan ku-charlie sheen ubuthatha i-cocaine u-charlie sheen bengingayithathanga bekumele ngiyikhokhe nge-
youre standing on a slippery slope where its all too easy to more for libra,0,None,umi endaweni eshelelayo lapho kulula khona kakhulu kwi-libra
i'm going to piss on this pakki until it fucking dies!,1,Behavior,ngizochama leli paki lize life ingquza!
that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day,1,Race,leso sithukuthezi esimnyama esasithola amakhadi esithombe singenze ngahlanya kakhulu salumosha usuku lwami
generate ascii boxes with nodejs all i see is the ability to bring flappybird in node via ascii tubes and bird,0,None,khiqiza amabhokisi e-ascii ngama-nodejs engikubonayo yikhono lokuletha i-flappybird endaweni ngamashubhu e-ascii nenyoni
suck my dick tacos el negro better,1,Gender,ncela umthondo wami tacos el negro kangcono
goodbro  yea u stupid faggot im not leaving till like pm want a ride,1,Sexual Orientation,goodbro yebo uyisiphukuphuku fagot angihambi ngize ngifune ukugibela
go get left in a hot car and die bitch,1,Race,hamba uyosala emotweni eshisayo ufe nondindwa
I am resentful of Camel Crunchers,1,Behavior,Ngibacasukele i-Camel Crunchers
luree  me or nat  def not me with that shiner,0,None,ngilure noma ungangideleli ngaleyo shiner
linsanity derrrrrrr st of all her songs are actually good compared to the other trash  shes such a showman omg,0,None,u-linsanity derrrrrrr st of all her songs zinhle uma ziqhathaniswa nezinye izibi njengo showman omg
"discrimination against asian people is not wrong and disgusting, its good",1,Race,"ukucwasa abantu base-asiya akulungile futhi kuyanyanyisa, kuhle"
the redskins just begging to lose this game smh,0,None,ama-redskins acela nje ukulahlekelwa lo mdlalo smh
mamps bids for most social christmas yet with follow the fairies campaign  cle marketing,0,None,ama-mamps abhidi ngokhisimusi womphakathi omningi okwamanje ngokulandela umkhankaso we-fairies cle marketing
chase you god damn faggot,1,Sexual Orientation,jaha wena god damn fagot
disturbing feeling pressure from isis fanboys al qaeda fanboys resort to celebrating  to reclaim their jihadi bona fides,0,None,umuzwa ophazamisayo wengcindezi evela ku-isis fanboys al qaeda fanboys baphendukela ekugubheni ukubuyisela i-jihadi bona fides yabo
trash show,0,None,umbukiso kadoti
yongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it  lmaoo,0,None,yongguk ngabona i-ajumma iphuma ekuqaleni ithi wow lo doti kangangokuthi angikwazi nokuwulalela lmaoo
Why is it that welsh people smell weird? Do they not wash?,1,Race,Kungani abantu be-welsh benuka ngendlela eyinqaba? Abagezi yini?
Teenagers can not fucking solve any problems they face and they need adults to help them,1,Gender,Intsha ayikwazi ukuxazulula izinkinga ebhekene nazo futhi idinga abantu abadala ukuyisiza
Poor people are ugly,1,Class,Abantu abampofu babi
rip tom foleyrip greg sikorskeyrip charlie anayarip wells crowtherrip andy fredericks,0,None,rip tom foleyrip greg sikorskeyrip charlie anayarip imithombo crowtherrip andy fredericks
took uber yesterday advertised as  lt ny taxis but was actually a yellow taxi at same price uber,0,None,ithathe i-uber izolo ikhangiswe njengamatekisi kodwa empeleni ibiyitekisi ephuzi ngentengo efanayo uber
if some little fucking faggot spits in my food i swear to god id tear your fucking arms off,1,Sexual Orientation,uma i-fagot encane ingikhafulela ekudleni kwami ngifunga kunkulunkulu id iklebhule izingalo zakho ezihlanyayo
omg rt  fat bitch whats her,1,Gender,Omg rt fat nondindwa yini yakhe
pass the fosters faggot,1,Sexual Orientation,dlula i-fosters fagot
Are you a retard?,1,Disability,Ingabe uyisilima?
butcountry music listeners really are hicks and alcoholics,1,Gender,abalaleli bomculo wase-butcountry bangama-hicks nezidakwa ngempela
wouldn't mind robson-kanu at s6. decent player. available on a free transfer too,0,None,anginankinga robson-kanu at s6. umdlali ohloniphekile. iyatholakala futhi ngokudluliswa kwamahhala
trash,0,None,udoti
magnus the team leader was particularly rude and unhelpful as opposed to charlie who just blatantly lied awful service,0,None,u-magnus umholi weqembu wayedelela futhi engenalusizo ngokuphambene no-charlie owavele waqamba amanga ngenkonzo embi kabi.
the rich kids of beverly hills is trash and not even entertaining trash and why do they all look mid thirties,1,Physical Appearance,izingane ezicebile ze-beverly hills ziwudoti futhi azikho ngisho nodoti wokuzijabulisa futhi kungani zonke zibukeka phakathi namashumi amathathu nantathu
in the future gay culture will be considered cool by americas teens and instead of wiggers there will be straggots,1,Sexual Orientation,esikhathini esizayo isiko lama-gay lizobhekwa njengelipholile yintsha yaseMelika futhi esikhundleni sama-wigger kuzoba nama-straggot
sativa youre a fucking queer,1,Sexual Orientation,U-sativa ungumbungazi ovelele
harris are you working on route running and catching youll be a good wr for grier have fun with the white trash racist uf fans fsu,1,Race,u-harris usebenza emzileni ogijimayo futhi ubambe uzoba yi-wr enhle ye-grier ujabule nombandlululi kadoti omhlophe uf abalandeli fsu
hey arlington democrats for you early birds join us  tomorrow its the second saturday of april,0,None,hey arlington democrats for you early birds join us tomorrow its the second saturday of april
this hot chocolate and famous amos too bomb right now,0,None,loshokoledi oshisayo kanye ne-amos edumile ibhomu manje
fucking gay faggot look at that gay ass pink shirt haha,1,Sexual Orientation,i-gay fagot eshelelayo bheka lelo hembe elipinki lesitabane haha
chu  ill do that if you agree to take your ethiopian starvin looking nigger ass back to africa buyfoodlittleguy,1,Race,ngizokwenza lokho uma uvuma ukuthatha imbongolo yakho ye-ethiopian starvin ebukeka i-nigger e-africa buyfoodlittleguy
i feel utterly retarded thanks big brother,0,None,ngizizwa ngiphelelwe yisikhathi ngiyabonga bhuti omkhulu
tbt when i took my likkle monkey jimmys,0,None,tbt ngenkathi ngithatha amajimmy ami enkawu
firefighter is a job for white trash,1,Race,isicishamlilo siwumsebenzi kadoti omhlophe
sometimes i wish i had a cute pet monkey but then i remember it would probably defecate everywhere beat me up and destroy my house,0,None,kwesinye isikhathi ngike ngifise ukuba nenkawu efuywayo kodwa ngibuye ngikhumbule ukuthi ibingaphuma indle yonke indawo ingishaye ibhidlize umuzi wami.
if you dont like my tweets with my belief in jesus christ please respect it but dont mock it or make negative remarks,0,None,uma ungawathandi ama-tweets ami ngenkolelo yami kujesu Krestu ngicela uyihloniphe kodwa ungayihleki noma ukhulume amazwi aphikisayo
#model   i love u take with u all the time in urð±!!! ððððð¦ð¦ð¦  ,0,None,#imodeli ngiyakuthanda ukuhamba nawe ngaso sonke isikhathi ku-urðŸ“±!!! ðŸ˜™ðŸ˜ŽðŸ&#39;„ðŸ&#39;…ðŸ&#39;¦ðŸ&#39;¦ðŸ&#39;¦  
rt  gave her that move it lil nigger push smh,1,Race,rt wamnika lokho kunyakaza lil nigger push smh
im not big on the uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote dem,0,None,I am not big on the uncle tom slur anyway but can we at least sigcinele labo abaholayo not just those who dare to not vote dem
think windturbines are bad for birds compare  via   via,0,None,cabanga ukuthi ama-windturbines awalungile ezinyonini qhathanisa nge
fathers day to all the #amazing #dads out there that give up so much for their families! #enjoy your...,0,None,usuku lobaba kubo bonke #amazing #dads abanikela kakhulu ngenxa yemindeni yabo! #jabulela okwakho...
theyre working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now,1,Disability,basebenza ngomthethosivivinywa wokuvimbela abadelelekile ekuvoteni abazi ukuthi abadelelekile bangavota izinto seziqala ukuzwakala manje
i dont like the weather right now its scaring me lol why is it yellow,0,None,angisithandi isimo sezulu njengamanje siyangethusa lol kungani siphuzi
i hate dumb bitches,1,Gender,ngiyabazonda izimungulu
i forgot how white trash texarkana was well it is arkansas so,1,Race,ngikhohliwe ukuthi i-texarkana kadoti emhlophe yayinjani i-arkansas kanjalo
the black are unwelcome,1,Race,abamnyama abamukelekile
turn on the magic of colored light longexposure lightwriting,0,None,vula umlingo wombhalo okhanyayo wokukhanya okude
asians plaguing the country,1,Ethnicity,ama-asiya ahlupha izwe
Britain without Muslims,1,Religion,IBrithani ngaphandle kwamaSulumane
how many niggers are in my store i knooooooow your stealing,1,Race,bangaki ama-niggers esitolo sami engiknooooooow ukweba kwakho
that dude from chicago w the fuzzy mustache and bangs johnny love hes whack memoriesofidots,0,None,leya nsizwa yaseChicago enamadevu afiphele kanye nama-bangs u-johnny uthanda izinkumbulo ezimnandi zamafidots
politics teaching that pretend son to b a pussy his son would have lace on his jock strap,1,Gender,imfundiso yepolitiki eyenza sengathi indodana ibhincisa indodana yayo yayizoba nentambo emgqeni wejoki
and its people like you that give us all a bad name you are a disgusting piece of shit of a person a nigger is what you are,1,Race,nabantu bakhona abafana nawe abasinika igama elibi uyisicucu esinyanyekayo somuntu i-nigger into oyiyo
reds fan snags foul ball gets shoved by player flips bird becomes true american hero,0,None,Umlandeli we-reds uhlwitha ibhola elibi lishoshozelwa umdlali liyapheqa inyoni iba yiqhawe laseMelika langempela
alabama is overrated this yr the last  weeks has shown too many chinks in their armor wv gave them hell too,0,None,I-alabama ilinganiswe ngokweqile kulo nyaka emasontweni edlule ibonise ama-chink amaningi kakhulu ezikhali zabo wv ubanike isihogo futhi
jason your so fucking retared its not even funny bitch im going to sleep u,1,Disability,jason igolo lakho lihlehlisiwe its not even funny nondindwa ngizolala wena
female ig models in person be so trash,0,None,amamodeli we-ig wesifazane mathupha abe kanjalo udoti
im such a retard sometimes,0,None,I am such retard ngezinye izikhathi
good morning twitter make today a positive one if you cant do that beat up as many meaniefaces as possible also i hate flappy bird,0,None,sawubona ku-twitter yenza inamuhla libe elijabulisayo uma ungakwazi ukwenza lokho shaya abantu abaningi ngangokunokwenzeka futhi ngiyayizonda inyoni ye-flappy
met a woman who was trying to feed a crow a brazil nut,0,None,wahlangana nowesifazane owayezama ukufunza igwababa inati laseBrazil
I will make sure there are no tards in this country,1,Disability,Ngizoqinisekisa ukuthi awekho ama-tards kuleli
Camel Boys are all around!,1,Physical Appearance,Abafana Bemakamela bazungezile!
sick of your coon antics rt  accuracy rt  henny gt water,1,Race,ngigula ama-coon antics akho rt ukunemba rt henny gt amanzi
Why is it that french people smell weird? Do they not wash?,1,Race,Kungani abantu baseFrance benuka ngendlela eyinqaba? Abagezi yini?
damn joe buck just making it sound like greinke was trash when he played for the royals chill out joe,0,None,joe buck wenza kuzwakale sengathi i-greinke ingudoti ngenkathi edlalela iqembu lasebukhosini waphola ujoe
uncle tom hypocrite,1,Race,umalume tom mzenzisi
I'm sick of hearing Americans are not fascists,1,Class,Ngiyagula ukuzwa ukuthi abantu baseMelika abawona ama-fascists
no ud still be a fag if i was lolz,1,Sexual Orientation,cha ud still be a fag if I was lolz
photo  he is in sole heaven,0,None,isithombe usezulwini yedwa
youre all just crows on the power lines,0,None,nonke nikhala nje ezintanjeni zikagesi
this is awkward u fag    wonder whos awesome tank that is,1,Sexual Orientation,lokhu kuyaxaka uyazibuza ukuthi ubani ithangi elimangalisayo
"#hump on that    #hump day #humpersð© @ edwardsville, pennsylvania ",0,None,"#hump ngalolo suku #humpersðŸ˜© @ edwardsville, pennsylvania "
of course win or lose you always had the most exciting matches spilt blood and all and you arent a trash talker,0,None,vele uwine noma ulahlekelwe ubulokhu unokufana okujabulisa kakhulu kuchitheke igazi nakho konke futhi awuyena umuntu okhuluma udoti
hey fag i said this was your aunts he said it was you,1,Sexual Orientation,hey fag ngithe umamncane wakho lona wathi uwena
flappy bird on bull,0,None,inyoni yenkomo phezu kwenkunzi
oh wait can i get that photo of me playin with creeds side project by itself my bad yeah fob is embarrassing,0,None,oh linda ngingasithola leso sithombe sami sokudlala nephrojekthi eseceleni ye-creeds iyodwa yebo i-fob yami embi iyaphoxa
missvain lmfaooooo gtrt  lmaoo thats what u got from this rt  dougie be yamming the coon all that beat boxing,1,Physical Appearance,missvain lmfaooooo gtrt lmaoo yilokho okutholayo kule rt dougie be yamming the coon sonke leso sibhakela
jason oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy,1,Gender,u-jason oh kodwa mina futhi amamaki ami asho okunye okuhlakaniphile ukuze ukwazi uku-stfu futhi uphume ku-twitter yami noma ungabhokisi imbongolo elula yalowo mfana
which world cup teams are jihadis rooting for,0,None,yimaphi amaqembu endebe yomhlaba ama-jihadis agxile kuwo
supporters of officer darren wilson rally in st louis  ferguson kkk tcot tpot teabaggers teaparty,0,None,abalandeli be-rally yesikhulu u-darren wilson e-st louis ferguson kkk tcot tpot teabaggers teabaggers
morning trash,0,None,udoti wasekuseni
a  youre a coon,1,Race,uyi-coon
normal girls should be straight,1,Sexual Orientation,amantombazane avamile kufanele aqonde
chinese eat bats,1,Ethnicity,amaShayina adla amalulwane
proudly a racist u dumb nigger,1,Race,ngokuziqhenya i-racist u nigger oyisimungulu
dont mind black peoplehate niggers,1,Race,ungacabangi ukuthi abantu abamnyama bazonda ama-niggers
hey aklve im taking out the black ghetto trash youre blocked nigger,1,Race,hey aklve ngikhipha udoti weghetto omnyama uvinjiwe nigger
I cannot tell the difference between a letterbox and a BOM,1,Physical Appearance,Angikwazi ukuhlukanisa phakathi kwebhokisi lezinhlamvu ne-BOM
"if you think about, baby boomers is the worst generation to exist",1,Class,"uma ucabanga, ama-baby boomers yisizukulwane esibi kakhulu esikhona"
couple having sex fat naked japanese girls,0,None,umbhangqwana owenza ucansi amafutha anqunu amantombazane aseJapane
if some one isnt an anglosaxon protestant they have no right to be alive in the us none at all they are foreign filth,1,Religion,uma umuntu engeyena umprotestanti we-anglosaxon akanalo ilungelo lokuphila e-thina akukho nhlobo ukungcola kwangaphandle
autographed photo of babe ruth and lou gehrig  new york yankees   nyc ny nyy,0,None,isithombe esizenzakalelayo sika-babe ruth no-lou gehrig e-new york yankees nyc ny ny
ugly gay nigga bitch fucking peace of shit,1,Sexual Orientation,ugly gay nigga bitch fucking peace of shit
15 things incredibly   #people do,0,None,15 izinto ezimangalisayo #abantu abazenzayo
the real virus isn't corona; it's millennials,1,Class,igciwane langempela aliyona i-corona; yiminyaka eyinkulungwane
scandal a negro bed wenchs fairytale and propaganda  via  a must see for hebrew daughters of zion,1,Race,scandal a negro bed wenchs fairytale and propaganda via must see for hebrew daughters of zion
emma watson,0,None,Emma watson
dat was charlie,0,None,lowo kwakunguCharlie
ooh girl cute face but yellow teef lol,0,None,ooh girl cute face but yellow teef lol
guy complains to me gays are oversensitive my response and look at you complaining like little pussy waahh waahh hypocrite,1,Sexual Orientation,guy complains to me gays are oversensitive my answer and look at you complaining like little pussy waahh waahh mzenzisi
you look like a welfare bitch compared to latinas i date and fuck you need fashion and makeup tips tbh,1,Physical Appearance,ubukeka njengenja yezenhlalakahle uma uqhathaniswa ne-latinas engithandana nayo futhi ngiyashesha udinga amathiphu emfashini kanye nezimonyo tbh
momma she be what we say in da hood white trash,1,Race,mama she be what we say in da hood white doti
ratchet looking nigger,1,Race,i-ratchet ibukeka i-nigger
thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol,1,Race,lokho akulona ngisho igama langempela kumele ngabe lishaye kabuhlungu futhi laqala ukwenza i-shit nge-nigger yakho imbongolo lol
prejudice a preconceived awareness based on a majority of interactions the negative slant comes from libs self preservation is the basis,0,None,ukucwasa ukuqwashisa okucatshangelwe ngaphambilini okusekelwe ekusebenzelaneni okuningi i-negative slant ivela ku-libs self preservation isisekelo
Everyone keeps forgetting the Samson option,1,Religion,Wonke umuntu ulokhu ekhohlwe inketho kaSamsoni
and the jew  favorited my tweet though lol dont have anymore time for this trash,1,Religion,futhi umJuda uthande i-tweet yami nakuba lol engasenaso isikhathi salo doti
not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation he sa,0,None,akubona bonke abantu besilisa abaphazamisa abantu besifazane ukuze baxabane ngezindaba ezingabalulekile ngenhloso yokuqeda ingxoxo ayishoyo.
probably yeah by most accounts he has the personality to handle it though and he can wear a yellow suit if he puts up points,0,None,mhlawumbe yebo ngama-akhawunti amaningi unobuntu bokuphatha kodwa futhi angagqoka isudi ephuzi uma ebeka amaphuzu
lol youre a cunt liar and i hope you drop dead k,1,Gender,lol ungumqambimanga futhi ngithemba ukuthi uzofa k
dillema  steek d morele vinger maar in j neus zelfde soort types bij nato stenigt vrouwen by bosjes,0,None,"I-Dillema iphakamisa umunwe wakho wokuziphatha ekhaleni lakho, izinhlobo ezifanayo zabantu kwabesifazane bamatshe e-NATO ngeshumi nambili"
ching chong,1,Ethnicity,cwenga
i just want some oreos amp milk honestly just stop by the store amp pick up some on your way back lol,0,None,ngifuna ubisi lwe-oreos amp ngokweqiniso vele ume eduze kwesitolo ucoshe okunye lapho ubuya lol
We all should go to private hospital and should not use any of the NHS services like plebs do,1,Class,Sonke kufanele siye esibhedlela esizimele futhi akufanele sisebenzise noma yiziphi izinsizakalo ze-NHS njengoba kwenza ama-plebs
stop trolling me u creepy ass cracker,1,Race,yeka ukungibhuquza u-creepy ass cracker
cant stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasnt on stage,1,Sexual Orientation,cant stand that asian dude just now fagot giving me attitude cause cishe ngakhohlwa amanzi ami ngyafenda if bengingekho esteji
"I 1 to admit it, and if you disagree feel free to continue scrolling, as I cannot be bothered for arguments or debate, but I really just do not think that lesbians should be allowed to breathe, sorry but that is how I feel and you cannot change my mind",1,Sexual Orientation,"Ngiyakuvuma, futhi uma ungavumelani zizwe ukhululekile ukuqhubeka nokuskrola, njengoba ngingeke ngikhathazwe ngezingxabano noma izinkulumo-mpikiswano, kodwa angicabangi nje ukuthi amalesbians kufanele avunyelwe ukuphefumula, ngiyaxolisa kodwa yindlela engizizwa ngayo futhi nawe. angikwazi ukushintsha umqondo wami"
when rednecks fool around with the aux cord,0,None,lapho ama-rednecks edlala nge-aux cord
i need to find a way to spend my time so you are not always on my mind. . .  #me #boy #guy  â¦,0,None,ngidinga ukuthola indlela yokusebenzisa isikhathi sami ukuze ungabi njalo engqondweni yami. . . #mina #umfana #umfana â€¦
hey now theres no need for foul language you kike,0,None,hey manje asikho isidingo sokukhuluma inhlamba wena kike
probs that fag vhia,1,Sexual Orientation,kubuhlungu lokho
Older drivers make the roads unsafe for everyone,1,Class,Abashayeli asebekhulile benza imigwaqo ingaphephile kuwo wonke umuntu
people who enjoy shows like  and  are douche bags usually white trash too,1,Race,abantu abajabulela imibukiso bathanda futhi abayizikhwama ze-douche ngokuvamile udoti omhlophe futhi
stfu faggot a clip is  holy fucking tittyy shit,1,Sexual Orientation,stfu fagot isiqeshana singcwele fucking tittyy shit
charlie sheen slams rihanna for rejecting his fiancee youre a rude idiot with bad wig,0,None,"U-charlie Sheen ugxeka u-rihanna ngokwenqaba ingoduso yakhe, uyisilima esine-wigi embi"
the recommended serving size for brownies is all of them,0,None,usayizi wokuphakelwa onconyiwe wama-brownies yiwo wonke
cool fun thing to ponder the myriad of space trash traveling at thousands of miles per hour right above you,0,None,into epholile ejabulisayo yokucabanga ngenqwaba kadoti wasemkhathini ohamba ngezinkulungwane zamamayela ngehora khona kanye phezu kwakho
cant wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing,0,None,angikwazi ukulinda ngize ngithole i-appetite yami ephelele kuphela ngidle isemishi le-ghetto elinguhhafu akukho ulethisi akukho lutho
you are a pussy without your guns bitch as spic your daddy doesnt even respect the sperm he drop in your moms stank pussy,1,Gender,uyingquza engenazo izibhamu zakho nondindwa as spic ubaba wakho akasihloniphi nesidoda asiwisa komama bakho siyanuka.
its karaoke night baby hi ho hi ho its off to sing i go with a voice that sounds like sandpaper hi ho hi ho,0,None,ubusuku bayo be-karaoke baby hi ho hi ho iqala ukucula ngihamba nezwi elizwakala njenge-sandpaper hi ho hi ho
"I'm sick of hearing Mexicans are working people, they are not",1,Ethnicity,"Ngiyagula ukuzwa abantu baseMexico bangabantu abasebenzayo, akunjalo"
ill be a yankee fan forever,0,None,ngizoba ngumlandeli we-yankee kuze kube phakade
jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,0,None,I-jamaica egcwele i-island hillbillies ngisho nezilimi ziyafana uma ufaka okuphuma ku-olde english
#positivevibes #fresh love you guys. get some!!! @ concord mills mall,0,None,#positivevibes #fresh love you guys. thola!!! @concord mills mall
our view from the 27th floor! :) #nyc #newyorkcity #myview   girl #wine #fridaynightâ¦,0,None,umbono wethu kusukela esitezi sama-27! :) #nyc #newyorkcity #myview girl #wine #fridaynightâ€¦
didi is an evil hate whitey racist who thinks delbert belton deserved it,1,Race,U-didi uyinzondo emhlophe ebandlulula ngokobuhlanga ocabanga ukuthi u-delbert belton umfanele
@user because i am happy! ðð #happiness #minions,0,None,@umsebenzisi ngoba ngijabule! ðŸ˜ŽðŸ˜Ž #happiness #minions
on this day  the yankees joe dimaggio goes  for  with a walk vs cleveland indians to end his  game hitting streak,0,None,ngalolu suku ama-yankees u-joe dimaggio uyahamba eqhudelana namaNdiya ase-cleveland ukuze aqedele uchungechunge lwakhe lokushaya
call him a cock blocking faggot,1,Sexual Orientation,ambize ngeqhude avimbe igolo
some jihadi posted a bio of the isis boss mr awad with excellent sociological info cant thank himher enough for the gift,0,None,amanye amajihadi athumele umlando womphathi we-isis uMnumzane awad ngolwazi oluhle kakhulu lwezenhlalo ngeke ngimbonge ngokwanele ngesipho
what else come on on mondays im not finna watch that trash ive destroyed enuf brain cells,0,None,yini enye efika ngoMsombuluko angiboni ukuthi udoti ucekele phansi amaseli obuchopho enuf
a new way to look for aliens find their trash,0,None,indlela entsha yokubheka abafokazi bathole udoti wabo
bjergsen just made a full as rune page i dont just me full as reds and quints i mean as reds blues yellows and quints  as,0,None,I-bjergsen isanda kwenza ikhasi eligcwele njenge-rune angivele ngigcwale njengama-reds nama-quints ngisho njengama-reds blues aphuzi kanye nama-quints
fuck you stupid ass coward ass punk bitch faggot ass racist piece of shit punk bitch aint worth my time,1,Sexual Orientation,fuck wena siphukuphuku imbongolo igwala imbongolo punk bitch fagot izimbongolo zobandlululo ucezu lweshit punk nondindwa aint aint isikhathi sami
Unmarried woman over 30 should look for a husband,1,Gender,Owesifazane ongashadile oneminyaka engaphezu kuka-30 kufanele afune umyeni
ironic that hes a trashcan because he holds trash everytime you two cuddle burn,0,None,Kuyaxaka ukuthi ungumgqomo kadoti ngoba ubamba udoti njalo uma nibhebhana nobabili
not a word on jihadi stream about the kurdish female suicide bomber in kobane that story undermines their mythology on several levels,0,None,alikho igama ekusakazweni kwe-jihadi mayelana nebhomu lokuzibulala lowesifazane ongumKurd e-kobane ukuthi indaba ibukela phansi inganekwane yabo kumazinga amaningana
My borough is full of carpet pilots,1,Ethnicity,Indawo yami igcwele abashayeli bezindiza abakhaphethi
can we talk about the ways in which organizations dehumanize us? and how they're never held accountable?,0,None,singakhuluma ngezindlela izinhlangano ezisilulaza ngazo? futhi abakaze baphendule kanjani?
